Symbol;Price;Change24;Max24;Min24;Volume24
SHIBUSDT;0.00003404;-0.902;0.00003481;0.00003291;248014422.02652973
SHIBUSDT;0.00003405;-0.844;0.00003481;0.00003291;247978147.87979495
SHIBUSDT;0.00003405;-0.816;0.00003481;0.00003291;247928356.21906831
SHIBUSDT;0.00003403;-0.845;0.00003481;0.00003291;247914581.49410712
SHIBUSDT;0.00003403;-0.816;0.00003481;0.00003291;247899355.39581611
SHIBUSDT;0.00003403;-0.816;0.00003481;0.00003291;247843510.10163627
SHIBUSDT;0.00003403;-0.671;0.00003481;0.00003291;247801192.28652807
SHIBUSDT;0.00003399;-0.875;0.00003481;0.00003291;247900457.67979954
SHIBUSDT;0.00003399;-0.817;0.00003481;0.00003291;247861560.33662364
SHIBUSDT;0.00003399;-0.904;0.00003481;0.00003291;247837928.64914568
SHIBUSDT;0.00003399;-0.962;0.00003481;0.00003291;247827818.80600453
SHIBUSDT;0.00003399;-0.933;0.00003481;0.00003291;247845802.71428884
SHIBUSDT;0.00003396;-0.788;0.00003481;0.00003291;247848110.88816451
SHIBUSDT;0.00003398;-0.905;0.00003481;0.00003291;247770585.43962417
SHIBUSDT;0.00003397;-0.818;0.00003481;0.00003291;247768324.43829423
SHIBUSDT;0.00003397;-0.962;0.00003481;0.00003291;247698639.31340497
SHIBUSDT;0.00003397;-0.962;0.00003481;0.00003291;247695673.19857987
SHIBUSDT;0.00003396;-0.991;0.00003481;0.00003291;247678974.64885704
SHIBUSDT;0.00003395;-1.020;0.00003481;0.00003291;247677605.18143248
SHIBUSDT;0.00003391;-1.050;0.00003481;0.00003291;247655183.70698921
SHIBUSDT;0.00003388;-1.254;0.00003481;0.00003291;247758280.04407930
SHIBUSDT;0.00003385;-1.139;0.00003481;0.00003291;247548671.24583781
SHIBUSDT;0.00003389;-0.993;0.00003481;0.00003291;247513712.58795003
SHIBUSDT;0.00003392;-0.992;0.00003481;0.00003291;247551453.71504684
SHIBUSDT;0.00003391;-1.079;0.00003481;0.00003291;247552232.05795391
SHIBUSDT;0.00003389;-1.339;0.00003481;0.00003291;247485018.95657460
SHIBUSDT;0.00003389;-1.368;0.00003481;0.00003291;247453014.74607995
SHIBUSDT;0.00003387;-1.397;0.00003481;0.00003291;247458162.82088117
SHIBUSDT;0.00003387;-1.484;0.00003481;0.00003291;247460332.25616665
SHIBUSDT;0.00003386;-1.427;0.00003481;0.00003291;247466301.92852708
SHIBUSDT;0.00003389;-1.340;0.00003481;0.00003291;247441981.63785132
SHIBUSDT;0.00003389;-1.253;0.00003481;0.00003291;247410967.14827964
SHIBUSDT;0.00003391;-1.224;0.00003481;0.00003291;247384917.76133540
SHIBUSDT;0.00003392;-1.194;0.00003481;0.00003291;247407026.56241621
SHIBUSDT;0.00003392;-1.281;0.00003481;0.00003291;247422461.27168666
SHIBUSDT;0.00003390;-1.166;0.00003481;0.00003291;247387355.98528662
SHIBUSDT;0.00003392;-1.021;0.00003481;0.00003291;247438275.45272399
SHIBUSDT;0.00003394;-0.992;0.00003481;0.00003291;247383467.94461228
SHIBUSDT;0.00003395;-1.078;0.00003481;0.00003291;247288560.38809380
SHIBUSDT;0.00003394;-1.021;0.00003481;0.00003291;247259738.91147391
SHIBUSDT;0.00003395;-1.050;0.00003481;0.00003291;247213920.97122623
SHIBUSDT;0.00003395;-1.049;0.00003481;0.00003291;247156495.74623308
SHIBUSDT;0.00003395;-1.049;0.00003481;0.00003291;247152929.09195733
SHIBUSDT;0.00003396;-1.049;0.00003481;0.00003291;247065008.13626591
SHIBUSDT;0.00003396;-0.962;0.00003481;0.00003291;247062984.39743959
SHIBUSDT;0.00003395;-0.905;0.00003481;0.00003291;247030582.67719936
SHIBUSDT;0.00003396;-0.818;0.00003481;0.00003291;247000530.13217030
SHIBUSDT;0.00003396;-0.818;0.00003481;0.00003291;246967926.48688722
SHIBUSDT;0.00003396;-0.933;0.00003481;0.00003291;246838349.15662402
SHIBUSDT;0.00003396;-1.020;0.00003481;0.00003291;246830267.57574537
